a,b,c,d
6.436518243984814,9.460977711218998,-13.558966951651339,0
1.221911427234705,13.613566837921766,2.369507414025872,0
-1.2242967890432954,-2.3488394234217203,-0.23420668244738607,0
3.136815861884159,-4.922392951601113,2.927888473007428,1
1.9913607571728988,11.933211538857698,-0.6747871032471906,0
-2.0417403254696653,3.6409021468189913,-6.689189830311509,1
4.825372249057251,13.677020446064454,-15.1714537828245,0
0.6566149929088301,14.569588442514132,-2.9276854676581436,0
8.685985055294164,-0.3959434436683207,-17.804305506613606,0
-8.709718971002864,3.2260690415291826,-9.630265717179128,1
9.97953184525409,-1.914121868343217,0.9436051195493178,1
-3.367075224290259,13.593283036069149,-8.420471605791843,0
-1.3258580860521079,10.551319633676538,-0.276572322320888,0
5.334361868610554,-1.478835793043205,-15.684376807185387,0
-0.057759816968260935,-2.022646136281596,-3.2919626094484222,0
1.8968101947235354,13.384139208433623,-4.5734471575489195,0
8.422150881925074,14.931565095540908,-19.815621367975687,0
-1.790432287303119,10.979249586270397,-12.684510498406294,0
-8.559063154626056,0.6280203123540691,-13.353519168170944,1
-9.880775334130279,1.9244959907817112,-18.479482855021004,1
5.109838370898231,-1.4429221226781763,-16.51711215568787,0
-3.496127849346804,10.436538301961317,-6.149169387544122,0
-2.716467440031602,14.038894597943795,-17.356189662704313,0
-1.3807276630365948,-2.1530032707411006,1.930924369548876,0
8.056518418052313,6.659004293470293,-9.441599626096089,0
9.032606442675867,14.158748127701834,-13.454296285703256,0
9.932309783804786,14.641256756252535,-9.980414371549244,0
-4.023199389749967,10.263462778139903,-5.672494074251828,0
-3.0832883147743217,-2.7858357255526256,0.920349598435287,0
8.71743521813189,4.2191591329263325,-16.977851623738957,0
-2.6589982579702776,11.84923074287493,0.37476377854251197,0
8.684479615141896,-0.8439189419743842,-13.648926474071505,0
-6.3690393897162405,9.557116422923526,-9.708542348762881,1
-1.1829299639017634,-2.818284038837582,-2.8731681166851963,1
5.248837877274333,8.046108557879634,-12.233910301610036,0
1.8812149507056297,2.126039960519619,-12.38659903809361,0
-1.2155368871526502,-2.7576662666742324,3.8552823265259804,0
9.575738324596792,7.28823010794912,-7.1380781977645675,0
7.893675037428498,12.51163751566519,-4.544914595970983,0
-8.698093254436115,3.5417806569564476,-10.496941387054031,1
7.246754546077916,13.610308055147136,-15.28851318567692,0
-7.7147005392001144,6.516443609744858,-2.8464798264491513,1
-8.069225326543851,-0.472018492217277,-14.388421328914507,1
9.318128568534569,-1.4291118289906457,-7.419951167100148,0
6.01790270743513,-2.8507419589517813,4.199492068436232,1
2.825143636306409,12.231990851014483,1.1098832970111907,0
-1.3941329808606007,6.180321339406344,-5.27824020797147,0
-9.918480124278162,12.671895675693861,2.8369113390591387,0
1.6919848919816527,13.741949298660085,-2.5730434838446747,0
2.5316998423212453,2.646512883000078,-19.14226662411818,0
0.06504548241077224,2.0490388555631363,-17.50215907683222,0
6.936636200492686,2.1004620742959794,3.686208785999206,1
7.150781971276896,-1.6077468206841128,-13.072080421853023,0
-5.148250067001348,3.5857619944543035,-11.607872633450901,1
-5.6259591380187075,9.35152207784653,-7.2863070102522425,1
-0.8364383245184133,-0.6608931841493026,-18.23581038248321,1
1.9571347299359516,14.349870224663984,-14.543064839201186,0
-8.659254176628304,-3.2869147402796117,-16.829846567886825,1
1.258089750229864,8.035388803693664,-15.717825896058942,0
8.45415545861534,12.202347814039843,1.3230836050173345,0
3.1608182271595844,-2.908236904316528,-16.406142558221468,0
6.225366382248271,13.732099143935773,-1.417089630793555,0
0.09964793935948002,11.583293398116098,-2.4143873297007374,0
-9.216904621202888,5.699396975792956,-6.5598400182887,1
-2.375728859732316,1.8882910040586403,-0.251476981745963,0
-8.624227497718376,7.915604724763849,-1.3762007435503847,0
0.4676831450663741,4.063932208835981,-5.037712118605027,0
-7.234745671232428,-0.6552079724715316,-10.956311932561507,1
-6.662367541543695,2.5288832303007336,-5.550087518238794,1
-5.215422551037099,-4.926313319232378,-18.698018757041737,1
-2.4739224160988593,-1.2546130569450686,-6.556651607761145,1
4.0586444760123115,11.634333592787456,-2.5989829604194163,0
0.6972031242969496,1.6366458864326976,-15.978225009898495,0
5.840868453793833,-4.263910834507998,-14.808562798714188,0
-6.833504090105178,12.563615240264777,-18.440173889925177,1
-5.2873461938281885,7.199228328044811,-14.6234922738761,1
9.49747756144032,11.253708220531259,-19.508654946324747,0
-4.2237099136971175,9.151878755716456,-17.39654150345999,1
-0.5443219143265168,11.135864266662484,-10.579177932689351,0
8.743575997025921,7.902984138853137,0.837707532168352,0
-4.713631787905086,2.7583782229046516,-8.878288418719459,1
-1.9056959242103453,4.5871001140046594,3.8539265673386502,0
1.8629237774960234,-2.166101871520678,2.398530901988739,1
-2.334745561947253,13.317933886885925,-15.472541217145537,0
1.1148576608697613,-2.2616162979773047,-10.34602116116692,0
-8.958263964642235,12.477284655927757,-1.4135934521661113,0
9.143011328853568,5.985751212892049,-1.3254724039319186,0
2.784632670935359,-1.6712910422242677,-0.03130141173114609,0
9.717995059370079,8.119029281134331,1.1908975952378036,0
7.801758724283477,1.2701872709561108,-13.50784820616132,0
2.0110074850858126,8.584919759207692,-19.803481217160577,0
0.11703243746663716,10.267280501744512,-0.6660591912191691,0
3.110041621631513,-1.553225000110443,-14.652733857232228,0
1.8487585768303578,0.6803289097654446,-14.752655193910378,0
4.333933156234394,4.8452381598170575,-18.678776730541284,0
1.3814078876916973,7.0573013758540455,-13.210988327217242,0
1.2859979123559349,3.0553245424899256,1.5669630797574357,0
-7.6977887352286505,0.15623088314547573,-0.15446610849190634,1
7.932989553278439,10.139360702081452,3.0185082191226087,0
-5.4647821291735905,-0.40062480113989984,-6.913269376193414,1
-8.091845294487294,3.5597584349539098,2.9376209805745113,0
-5.5917362558622585,6.82508063892721,-5.2610965165988866,1
-8.667733061950042,14.587482951841018,-9.212002944977268,1
-3.725117821276047,8.891402470171265,-17.108890383414305,1
4.514329046187889,14.619437765994455,1.8918223277807016,0
-5.595843811375458,10.2761760709676,-16.782153393480314,1
5.077874941149629,11.797054470115679,-18.051382210083823,0
-5.166276540651329,-1.136084215740627,-13.303178125952087,1
-9.102276910771774,9.429906507261549,-9.379070349011014,1
6.587289380564123,10.865581713075303,-13.729938738884169,0
5.410621409743442,5.66889027582792,4.079301713124636,1
-0.5663997313867632,14.362756674890463,0.20133807921338231,0
-0.8256627583881926,7.51326828346124,-3.482457535038428,0
1.6972013308265783,6.130127195578991,-17.606388006477076,0
1.5061540494899628,3.392270608502537,-11.714596934180609,0
9.314191595397162,2.478116919484938,-15.186665664266563,0
2.536359664314329,5.369026575638179,-2.897351493268843,0
9.828794981269915,-4.646782742545483,-10.16003817444069,0
7.4116302870476005,6.052112218727881,-12.219497001138603,0
-3.730436894469749,-1.4174521097496307,2.6291271727254752,0
7.531099133824096,12.711321214326652,2.462473480388063,0
-9.129492108795343,8.373703951603508,4.2027151466466535,0
5.7818118207073805,1.6025443492601044,-5.732133939465035,0
9.897353150668799,6.7795439476695485,-0.23024698374355168,0
2.7283379819006086,11.210952817573222,-18.96908178429019,0
8.522431350288432,8.057828790750598,-14.05545102025716,0
0.7174373679098434,-4.692941779419508,3.6898268181730494,0
3.0750872301909578,-1.3354542775343692,-12.05968961941118,0
6.395776158263754,11.247080642931252,4.902437254521313,0
6.8869938146075285,6.792812456585779,-12.252093178064516,0
-6.895027802742062,0.2704703803015551,-7.5724549658416205,1
4.818497890026478,2.12774290113269,-6.5472569667535225,0
1.3096724641728272,-4.822840000253867,-12.105940102107148,0
4.812694886919671,10.08652998586166,-16.14359276598288,0
-0.20800518561522807,2.908980566092241,-5.646249935333682,0
7.6553963270091,13.585130161895083,-2.8093078928802733,0
1.2489514727550812,6.887534931699113,0.6208012350094876,0
6.855185161739211,1.6165916019353759,-10.681560526996996,0
3.454833559823534,1.5990731806915353,0.9614530875538598,1
7.659818035786476,1.8798597176449832,-6.752601028878063,0
-4.237302104392738,4.041574444115314,-4.929066218417706,1
3.274208784446202,9.839798657138282,-19.442194574503436,0
3.594166185273739,-4.0110010006506736,-19.34981171102997,0
0.8039728150343031,4.098441573618576,-10.255409072449828,0
-0.7986588380611952,-3.6909716879845056,-18.581331005612878,1
-4.72316016740211,10.971648582742437,-6.201627588143911,0
-1.4494255631634196,10.373400205439546,-12.932482659715118,0
3.6730301950810578,4.867576951570962,-15.549468836225397,0
0.7969188061462518,-3.3397817140327457,-9.099318727832847,0
2.4687911646907423,12.852447411551424,-4.867891216528246,0
-7.826318631225375,8.285067574190117,4.612746175399614,0
2.0225988176597394,13.665245220612533,-4.800414183336512,0
9.867531748817154,7.912920097909129,-5.877783453628091,0
-2.428984277721609,13.374672765522785,-15.563949486753067,0
8.968678363870058,14.381563097048051,-10.334029514196414,0
-6.723919340296436,9.228757994405099,-15.38530049840082,1
-6.789045100077606,8.311944905593016,-14.43041463846517,1
2.9887366308658905,-3.56313079649923,-16.642155128190467,0
-6.733918249112039,6.854492044251652,-16.102713189668364,1
8.853919476364617,10.53517483130177,-11.164758625490594,0
4.87651765489437,11.303597717141255,-9.067237152703132,0
9.52259796735791,10.72659677227657,-15.013522673537796,0
3.9359493899081226,7.200234949728861,-11.218629722686845,0
5.352923134413706,-0.5648566559481383,-11.52464476208646,0
-6.235073822897402,5.180708557509476,-19.292918633870787,1
9.202842067597551,10.508471416267893,-6.457580128843434,0
-3.2593325595117566,12.228349629846672,4.563607366800749,0
-9.670771181640161,8.70925359827213,-9.98269157530461,1
4.943260759961527,12.196332847433254,-9.75312777351793,0
-1.4492265191658493,-3.279112735634646,2.266256292011512,0
5.056951150441618,8.848606354136447,-15.229868780563173,0
-8.615231820335236,3.43528886135476,-4.571262669140401,1
-6.26701827020387,-0.5480630747925552,-14.466188841837461,1
-3.4909327710562295,4.143196951125292,-8.959307581484309,1
-1.546631011358734,-4.4334698818042355,4.725479420655187,0
-3.8774459535467676,2.140978177737991,-11.5391541894947,1
1.3333850431258316,12.798884507819203,-4.639122729792895,0
-0.5368624349958377,4.541090235898258,-9.565878274629657,0
-5.485822628929569,5.295961859104812,4.789423686759548,0
-1.7551452299861037,12.110909809467966,1.5051473301334468,0
0.4870696539379118,2.8661095941546595,-9.978725873343862,0
-0.306793626921241,-0.17781333726770931,1.8756792320519793,0
-4.7010804732936995,-4.8504353121993855,-6.3217570974738635,1
5.942846112395497,8.151110902280651,3.1253635938241118,1
-3.050692890019244,3.0388393801830844,-8.472902120164276,1
-2.4484534767500783,-3.920621671627582,-11.520060187089298,1
5.321713111415747,4.430303631480587,-0.8747430622514365,0
1.5966557708754188,1.5627765940855243,1.446601229580196,1
-6.5915994464723715,-2.6631785826425136,-7.579824972229694,1
7.248915738944966,2.213134435377773,-19.090377267107066,0
-1.8928026703775824,2.390884326769191,4.229231118968141,0
-6.012261216943681,1.534692155580089,2.4217728826031077,0
8.609514968237416,-1.8975462637494322,-4.752788227980345,0
-9.1602810051954,-3.2705603335342204,3.881932809389646,0
-8.363164485787225,6.765394490696172,-11.786402838297116,1
4.22508822499919,10.03054297557224,-7.230071428665607,0
-6.975466712703611,6.382061175335176,-15.328314780752773,1
2.3545189258586454,-1.5850904639942498,-17.62376716511695,0
-1.1614832310989538,8.564225589915509,-6.222987074979251,0
-2.76868826276643,-4.538458104215646,-6.988923320051828,1
9.144547298404401,-2.1426185942500697,-16.674825640771974,0
9.049057389010017,-0.6872181558442891,-2.6806690782774005,0
2.5496377573409674,14.926428773838595,-13.469284801802662,0
-2.9787054173353607,8.685473300953593,-17.53831244680654,1
-4.105103408546357,8.63136021530929,-7.177220223120164,1
1.3384031659257403,-1.739345502549734,-12.695078275292513,0
0.2059766533351226,4.06275428175875,-4.047720404524338,0
9.07670105950412,10.611990770213959,-4.72473762267091,0
7.247259219135785,2.028957768997115,-16.091950964113632,0
4.861550447153544,-0.10877390071474924,-19.867916171497484,0
-5.81036099348633,1.4236688662905976,-10.088978040100676,1
-4.7886305418694475,1.216862731528563,-10.517074269511824,1
1.4123079395062454,4.685289887116424,2.86633366745577,0
6.359118023327955,6.322540492781613,-16.607110548161955,0
-6.792459501336543,-4.583720217147016,-11.310524400088882,1
9.883732622505669,0.4730842111485174,-4.3469409822871405,0
-9.323687995078899,10.826340960599241,0.05385315239396604,0
-8.314225903899253,-1.9088973919771246,-18.110247644364144,1
6.1414206517818,-4.953042963783489,3.4770527113441396,1
-0.7501084587254052,14.069317050615371,-18.749598241062788,0
-5.201517358883379,-1.0574546768384985,-3.2073753821199773,1
-1.252289846607022,14.70810144751837,-18.192795543597796,0
-5.9653624550654305,8.411142901803352,4.157715712878002,0
-7.011629771820318,5.6672026410107605,-16.881867604853586,1
-6.207187404288003,1.9458703716014618,-19.803938539640434,1
-7.015181423584518,12.580117342395376,-7.724902605623564,1
-7.921020847093105,-3.32454032595634,-18.341089556197225,1
3.0584719379498253,-2.681387706259306,-18.63845019846824,0
-3.573366098641559,8.027064498041401,2.2762628555539237,0
-9.331586578568283,5.416982836604674,-7.760192441118182,1
4.449078121916967,-3.098850601517189,-16.978122514553704,0
9.925750584008146,13.431859649750571,-9.139422359561141,0
2.1401365160899033,-1.5319412390326081,3.703168493952255,1
4.183051637235124,-2.1023189369539064,-6.809860391548272,0
-0.7075466041977236,6.433543180726712,3.5192547508044036,0
-8.370205209150337,0.5614053356064925,3.1942106688771545,0
6.2185601987129075,13.027004315659457,-11.958383837799717,0
-3.17157377970406,14.406267766479978,-16.40299495068725,1
-2.9308130463075095,2.398495047141262,-11.07824425604597,1
1.7122407585927277,7.386706131117371,-7.559106659292768,0
6.677061713428337,13.551661947410885,-14.28436600986526,0
-7.189112242471561,12.049066997909538,-15.5041396965223,1
-0.3569349026972084,-3.6016874052753667,-9.27106981740551,1
7.647636846663449,-0.6751524702410023,-5.444753356411663,0
0.7863328917114352,14.610505278417204,1.6053547955726089,0
-6.333487470960241,6.293178462104102,-19.093208251322046,1
-9.643575767268555,13.360400374193059,-0.6392000841253314,0
-8.845706245173016,7.1742703182818985,-5.125045603120213,1
-4.0570230398833225,12.137746558992582,-7.49437607377201,0
5.70229510206444,3.12160578289612,-14.182374268551651,0
9.485131863983064,13.168194855593526,3.500712390025665,0
3.889327387929306,9.796475947108899,0.6307091961539548,0
7.65273991927161,-1.5104196708796835,4.569362517223066,1
-4.8566953220762805,-0.343505194526732,-18.817029662350848,1
-8.01438155983853,13.318257881258354,-1.5800531702426852,0
1.1519720281488883,4.952001794360903,-3.081484120610778,0
3.7022448376999186,11.435022348649817,-6.986763312176816,0
0.7660127026838239,8.36979649911165,2.4748465570764075,0
-2.0688257245421298,4.902954626414429,-6.767252664795233,1
3.295433038094844,-1.6441867406766164,-2.0841549244140545,0
9.05125011017342,-3.342903517505418,-13.459540903584816,0
-6.316316574505077,1.6616232685868315,3.645869592120391,0
-9.981450770315165,1.478173237172113,1.9273196873338954,0
2.708333267740745,-4.951511994776041,2.8501800799416444,1
-1.247211265383255,1.16051267411716,-1.394328179864921,1
0.3779140147042028,1.6306061658254078,-5.909852111594457,0
-9.70376723183459,2.623911448317995,-14.735299606464476,1
-3.487208321664486,3.564120467205491,1.4436138967409384,0
9.333893194932973,2.9568626705255525,-13.818588142846004,0
5.543541845057378,-4.858630717757619,-8.118737324931107,0
-4.061105898604351,-1.4004308405645705,-14.916774812953914,1
-6.470747119658061,-2.8501700072340297,-17.89733076479888,1
-1.6969348357954672,-3.3105862575416523,-7.01202892547888,1
3.0926765538942274,-0.961803737355222,-1.6258088992546966,0
7.417328750767865,6.56791064488125,-13.546685277297396,0
0.9967743310091155,6.370484081135849,-2.845716498111962,0
-7.596886007894009,5.14972520063591,-1.2891620061634939,1
8.48593076239403,-3.470555020152024,-12.16597884239078,0
3.9273347036457,0.18683017458406503,-16.53527022228864,0
-4.462461804969545,2.589792979447825,2.383187538601046,0
8.393183138910253,1.7296743608989162,-2.3271207402519387,0
-9.507923822055254,-4.0923031215708505,-1.2651884380961853,1
-7.085735796442892,11.198122309911508,-18.277699823317224,1
-5.586127612166232,3.63335411582562,-17.276288023375827,1
-9.199391785507709,6.992051994683216,1.1734221923375934,0
4.807197998959804,4.71483753544868,-15.380774883209687,0
-9.742326751975664,12.462737742585617,-19.179915250689334,1
2.8374386946411896,-0.9938581263336488,-9.41241556769153,0
-4.077059688532437,4.788076251928995,-9.656525092688636,1
-6.224287860439725,5.08699321518675,-8.639952338866701,1
0.3133126700050699,0.29719005731696235,-14.296459630114974,0
-3.572898516104866,4.567033795836068,-11.509903203886703,1
5.334489835695834,-1.57088641916173,3.21953986845363,1
5.22169445848508,4.361016881585611,-17.67183808923351,0
5.314751882101884,14.865694413912493,-15.168097924349155,0
7.8369749969320885,6.121957298868217,-18.328070877332966,0
-9.837185068448191,1.272040447634872,-5.0124132229146205,1
3.562899574851885,-3.9848732226186145,-12.822827421851265,0
8.313868449375168,-2.866300253187457,-7.175263578210338,0
-8.065457670708145,2.1575273841524423,-10.058784580911002,1
-2.0833434593887956,-4.6662741951343945,-16.244888149089242,1
4.524086310758435,-2.890298385957062,2.6979568893786485,1
-9.605610409444159,11.629560769069855,-19.29647380917489,1
-9.240412811594902,8.54511177407025,-5.334154178338368,1
5.4678910764655,-0.44248612474668114,-5.727673102613558,0
-8.978251386117426,-4.767748305782058,0.7250035243029664,0
9.331068334893239,3.5911259046905,-9.996405421373415,0
1.389798292245123,3.445434701508386,-1.1794511625108903,0
-9.95004951742277,-4.319570325986297,0.5847185348937742,0
2.1008920333139596,1.2258001372112908,-3.8847449856374183,0
-8.69336347962728,-1.404469541186859,-5.091209691448089,1
-0.7407769148412306,7.265622194793442,-6.83757630853893,0
7.4574341273716485,8.097418663319129,-3.34282553445761,0
-6.69800255767851,4.175532957509114,-3.7830151047807696,1
5.397717566150082,1.310032793547653,-15.256117896792428,0
3.504181671901785,12.469288147221778,-6.244997227418402,0
8.622911519815183,10.113223334018882,-16.199416286786004,0
4.468559025275134,10.297163657028136,-7.370411604089782,0
-2.418828741164507,4.724263773926827,-15.70751749027924,1
-0.030227120097555016,0.15276637167356988,4.715768658131239,0
-4.7985476078983496,-3.9697421750727835,3.1822195617730777,0
-8.881054674998001,12.518123267534456,-7.613984916011651,1
-9.87969657578406,13.20938882849552,-4.338374260677263,0
6.171004574548338,-1.6364100498546885,-1.3913183639869295,0
-2.795737863676438,5.543957153498024,-15.092773657999796,1
1.8083699024546807,-1.5482723705393853,-2.671093271497842,0
-9.95622242545182,10.840726140330364,-2.3888236660530424,0
6.103010911259371,6.799459242878797,-9.39572458308031,0
-9.075126993315143,3.867017084351456,2.107703186484734,0
-5.166701470115449,-2.5599075132012405,-3.388618965922163,1
-1.6571172259690528,3.7241173915680577,-6.293097036537219,1
4.335301816803918,13.697534397342839,-9.453967889956889,0
-5.766265794149423,6.507247939244213,-10.41256305890034,1
0.14273856309446842,1.8688610795457645,-11.598015210374239,0
-5.818117600300791,1.2924905326827751,-17.827600952646833,1
0.27010870670509135,0.3782152345448626,-18.49066669424835,0
-5.277366658606626,-3.5311818983193732,-0.4680713457205279,0
-2.885735390784121,8.04600603030898,-13.839393499895621,1
-0.5760398881691167,-2.173876987711003,-19.15718400632989,1
-5.545331467915018,9.672197021510318,3.112632750595438,0
9.19131805682386,1.6810890512784464,-11.70145940488478,0
8.520530344476455,11.047746593216694,-15.742288397942025,0
-6.626216220893733,8.503808390344181,-15.672884934611478,1
-7.086222548737322,12.108410795421726,-0.09443890362171459,0
-0.863530291491351,4.005516816451802,-15.182240717717336,1
9.301649147256523,1.1086019007750725,2.6053019846577,1
3.5185556433966365,9.372668549881642,-0.9355967257439701,0
4.761980887302176,12.848280971444698,-4.534112707971346,0
3.49519931926398,6.762438877313084,-4.750456155290491,0
9.12987493924756,12.83202217934814,-10.035117780543898,0
-4.0809200389286175,11.954527591460625,-1.1546450824816752,0
-0.8167863569675404,-4.688919447711488,-4.297703216771087,0
0.5709976374647141,6.137347673518397,-14.810689271053768,0
9.140835454662856,10.058157893541424,1.5953512649288122,0
-5.903920730638412,12.90031319876729,4.374787992692969,0
0.7096715180357904,13.821251876168645,-17.62034789350314,0
8.231673197089592,-3.2778010778737765,-9.470306872356414,0
9.53210811135921,12.603583585644774,-11.871395109194928,0
8.51641932319733,5.041722246569709,-15.007599314060032,0
6.337014209562103,10.250268553534292,-17.90351748614014,0
8.738290644073846,-4.156045311668162,-3.1448812906265466,0
7.568618825099971,8.89724731569273,-10.884004941201294,0
7.866278983380521,5.433542272285116,-2.4251996748504467,0
9.940595605478578,-2.618798874066859,-1.8634443007445292,0
7.3951463324851865,3.4341046931106955,-17.689731569364703,0
-9.78187224623788,13.786342788377937,1.8172447356661046,0
7.5926565172459135,-3.857939517422757,-6.738123404939547,0
-4.4935965403980145,12.014725446244157,-3.9572926655577945,0
-0.2803385268429288,-0.02482316422113051,1.8779682599673357,0
2.8058851605058948,3.9852112035396736,-13.018166477228071,0
-3.7255263881470153,3.0179470073708448,-1.8229503312055861,1
7.580474814944228,2.0459411858497267,-12.893983661960416,0
0.18661854274076362,-0.42121680624903135,-1.1099556930825791,0
-4.02761004724484,11.903576675785452,-17.947513148801676,1
-9.51031632294576,8.088564803999923,-11.770694519279553,1
1.5363549356276263,9.460555636787793,-19.61000905127355,0
0.38275764921491984,-0.22046184226900678,-4.397504669114637,0
3.108537362426528,1.025861880717498,-15.497060596478619,0
-1.0785439605673162,3.7180253876785034,4.9117385660030735,0
5.060320415999861,8.797842091637007,0.15833119242286386,0
-4.3364558135922575,13.677994196649426,2.295399054595862,0
-5.876545630882546,1.5427675535991536,-16.27593943153479,1
-9.745030337649222,13.35336960881196,-8.136033358483761,1
-1.833057196576684,-2.0566806819878747,-11.469510749031343,1
2.2012765480407666,9.805497831657012,-2.6137728436287766,0
-6.8094529670222625,6.706984650886811,-6.6463175045520515,1
8.577034883979564,-4.060454484463287,-9.8343256250345,0
-9.05879262479209,-0.8076806469770297,-3.117250696140662,1
3.6564694247892504,11.63469895342093,-4.807758955881718,0
7.501914641291464,6.738670671654688,2.1039442460929543,1
-9.410207497144082,9.301076264210728,-8.788288135897314,1
8.231316879069894,3.7120276493102367,-17.461039540979552,0
-5.459244569306689,11.381730961610906,-13.884388116774852,1
-0.5648495873468384,9.072218941195395,-1.9359898780598392,0
7.652878321300353,6.95387316293731,-9.474169198546537,0
-5.74675251292438,10.366885757569582,2.1112191639656146,0
-6.763169868872065,5.124705259623948,-3.01573477883705,1
-2.8956149924770935,9.300017426084606,-11.881917540209631,1
-8.372208094037594,1.8254839755789405,-0.37441864635811584,1
-0.4943175200094352,-4.372001645770196,-5.309526157215812,0
-1.6068211262707681,10.745264969287547,-1.4089243403556466,0
0.30869866224036535,-1.4169833738688409,-12.7322607937069,0
5.705176483237997,14.510522064473118,-9.688729086427823,0
9.96522182010791,8.283618077997998,3.0252616509221113,1
7.248640128933918,4.721594544779135,-11.633545086731697,0
-3.0253224866533373,3.836945971814483,-3.7010028789926217,1
8.622544581341526,6.209115429400686,-11.732393282043601,0
-2.252610203670251,-4.300875329706746,-2.8014246234307585,1
-0.25689250531348584,10.051995380474544,-7.807688667385941,0
9.4312353821106,7.527382698477778,-3.64836706226048,0
9.084472109183473,13.583126972976864,-14.716935049962414,0
8.062163253281508,0.4080313808275644,-7.541481271462409,0
5.5207401133978635,13.634717461030924,-19.54608276556607,0
1.93044167598892,-4.600815553664717,-7.946547198644476,0
7.713817494235698,-1.3486840789514476,-16.300518417299074,0
4.7238535825356465,-0.5661220423036557,-7.7491243809974595,0
-5.26485510385408,13.006700920769525,-16.29123383546996,1
9.255887895154945,14.411196516571586,-18.617485904502107,0
5.273491960093619,-3.534572569280785,4.076662935027553,1
1.8456253611224192,-0.11680725746989751,-11.5150701935948,0
3.2304629171613453,10.577445424450802,-6.4944146946878405,0
-6.239707195647424,-2.9796919099000085,-13.657259421665001,1
1.0339179051752936,-4.836467690539424,-14.562544091328867,0
-1.991696203214481,4.542780692876114,-6.790832065105036,1
7.804032520025647,9.347236803417882,-1.2378805637975034,0
-4.634123040574501,5.740702402232795,-14.434792459654856,1
-9.567302665182593,-3.481423506444903,2.0479915312709664,0
-2.5201782853157617,4.553207203803218,1.5821308899566873,0
-0.043463276987029786,8.763691724935594,-16.518536043374088,0
-7.710126010488548,7.565449628782453,-19.855617553614707,1
-1.2792035439892206,14.514248093201502,-9.722365068864784,0
7.443183113143103,12.849305654417474,-11.197605712750352,0
1.887999862524719,-1.2802912502814667,-17.187994072058057,0
-9.012697713764561,14.647072626693166,-0.0286145961627966,0
-8.939092501126979,1.6003589662659357,-16.4996048642925,1
7.119387785031229,-1.263268794403063,1.243151258518946,1
-4.737887344668148,5.311640726409861,2.187371073380362,0
6.8271789314700335,-1.0213048547073367,-2.059838112413921,0
-1.049815047304321,2.741294805454446,-12.087357253254018,1
-4.0736515506409665,3.8145027621130794,-2.5160209761748256,1
-2.4472685326953414,5.055609605434153,-10.837939810272294,1
-0.8489626084647757,-3.4249281776796225,-14.483027561803283,1
-4.12312443416327,14.41959028614139,-0.5563807752430279,0
1.40017213003574,0.6772278285364308,-5.658878674316034,0
7.3053244706397855,3.3569625589124836,-10.125485854339942,0
-7.6351103969721645,14.1101567845454,-9.196571675338078,1
1.0873963051161546,13.360159641988997,-18.11146518523677,0
